Alpenglow LLM — 16-hop structural transitive reasoning training run
────────────────────────────────────────────────────────────────────
Date: 2026-04-09
Hardware: Apple M4 Mac mini, 16 GB unified memory
Model: 99,844 trainable parameters
Training set: 4,000 samples
Test set: 1,000 samples
Task: 16-hop structural transitive reasoning, binary classification
Chain length: 17 items per chain / 16 transitive edges
Vocabulary: 60 items
Inference mode (at test time): single forward pass, no chain-of-thought
Training schedule: cosine-annealed learning rate, 1000 epochs

Columns: epoch / train-loss / train-accuracy / test-accuracy / confusion-matrix / learning-rate / epoch-time / ETA-to-end

────────────────────────────────────────────────────────────────────

  epoch    1/1000 | trL=0.693 trA= 50.0% | teA= 46.8% | [TN=440 FN=505 FP= 27 TP= 28] | lr=1.00e-5 | ep=7.99s | eta=133.1m  ★ new best
  epoch  463/1000 | trL=0.178 trA= 99.7% | teA= 92.8% | [TN=433 FN= 38 FP= 34 TP=495] | lr=6.04e-3 | ep=8.19s | eta=71.7m
  epoch  464/1000 | trL=0.177 trA= 99.6% | teA= 92.7% | [TN=418 FN= 24 FP= 49 TP=509] | lr=6.02e-3 | ep=8.18s | eta=71.6m
  epoch  465/1000 | trL=0.178 trA= 99.7% | teA= 92.2% | [TN=420 FN= 31 FP= 47 TP=502] | lr=6.01e-3 | ep=8.44s | eta=71.4m
  epoch  466/1000 | trL=0.178 trA= 99.6% | teA= 92.9% | [TN=431 FN= 35 FP= 36 TP=498] | lr=5.99e-3 | ep=8.22s | eta=71.3m
  epoch  467/1000 | trL=0.177 trA= 99.7% | teA= 92.0% | [TN=451 FN= 64 FP= 16 TP=469] | lr=5.97e-3 | ep=8.21s | eta=71.2m
  epoch  468/1000 | trL=0.178 trA= 99.7% | teA= 92.3% | [TN=442 FN= 52 FP= 25 TP=481] | lr=5.96e-3 | ep=8.16s | eta=71.0m
  epoch  469/1000 | trL=0.178 trA= 99.7% | teA= 92.3% | [TN=412 FN= 22 FP= 55 TP=511] | lr=5.94e-3 | ep=8.13s | eta=70.9m
  epoch  470/1000 | trL=0.177 trA= 99.7% | teA= 92.1% | [TN=451 FN= 63 FP= 16 TP=470] | lr=5.92e-3 | ep=7.94s | eta=70.8m
  epoch  471/1000 | trL=0.176 trA= 99.7% | teA= 92.9% | [TN=434 FN= 38 FP= 33 TP=495] | lr=5.91e-3 | ep=7.88s | eta=70.6m
  epoch  472/1000 | trL=0.176 trA= 99.7% | teA= 92.7% | [TN=427 FN= 33 FP= 40 TP=500] | lr=5.89e-3 | ep=8.45s | eta=70.5m
  epoch  473/1000 | trL=0.176 trA= 99.7% | teA= 92.5% | [TN=441 FN= 49 FP= 26 TP=484] | lr=5.88e-3 | ep=7.89s | eta=70.4m
  epoch  474/1000 | trL=0.175 trA= 99.8% | teA= 92.7% | [TN=427 FN= 33 FP= 40 TP=500] | lr=5.86e-3 | ep=7.86s | eta=70.2m
  epoch  475/1000 | trL=0.176 trA= 99.6% | teA= 92.7% | [TN=426 FN= 32 FP= 41 TP=501] | lr=5.84e-3 | ep=7.95s | eta=70.1m
  epoch  476/1000 | trL=0.175 trA= 99.6% | teA= 92.8% | [TN=417 FN= 22 FP= 50 TP=511] | lr=5.83e-3 | ep=8.00s | eta=70.0m
  epoch  477/1000 | trL=0.175 trA= 99.7% | teA= 92.8% | [TN=417 FN= 22 FP= 50 TP=511] | lr=5.81e-3 | ep=7.99s | eta=69.8m
  epoch  478/1000 | trL=0.175 trA= 99.6% | teA= 92.9% | [TN=432 FN= 36 FP= 35 TP=497] | lr=5.79e-3 | ep=8.01s | eta=69.7m
  epoch  479/1000 | trL=0.174 trA= 99.6% | teA= 92.9% | [TN=431 FN= 35 FP= 36 TP=498] | lr=5.78e-3 | ep=8.02s | eta=69.6m
  epoch  480/1000 | trL=0.174 trA= 99.7% | teA= 92.3% | [TN=409 FN= 19 FP= 58 TP=514] | lr=5.76e-3 | ep=8.50s | eta=69.4m
  epoch  481/1000 | trL=0.174 trA= 99.7% | teA= 92.6% | [TN=449 FN= 56 FP= 18 TP=477] | lr=5.75e-3 | ep=8.26s | eta=69.3m
  epoch  482/1000 | trL=0.174 trA= 99.7% | teA= 92.4% | [TN=441 FN= 50 FP= 26 TP=483] | lr=5.73e-3 | ep=8.21s | eta=69.2m
  epoch  483/1000 | trL=0.174 trA= 99.7% | teA= 92.3% | [TN=441 FN= 51 FP= 26 TP=482] | lr=5.71e-3 | ep=8.21s | eta=69.1m
  epoch  484/1000 | trL=0.174 trA= 99.7% | teA= 93.0% | [TN=430 FN= 33 FP= 37 TP=500] | lr=5.70e-3 | ep=8.53s | eta=68.9m  ★ new best
  epoch  485/1000 | trL=0.174 trA= 99.6% | teA= 93.0% | [TN=436 FN= 39 FP= 31 TP=494] | lr=5.68e-3 | ep=8.26s | eta=68.8m
  epoch  486/1000 | trL=0.174 trA= 99.7% | teA= 92.6% | [TN=415 FN= 22 FP= 52 TP=511] | lr=5.66e-3 | ep=8.21s | eta=68.7m
  epoch  487/1000 | trL=0.173 trA= 99.7% | teA= 92.0% | [TN=404 FN= 17 FP= 63 TP=516] | lr=5.65e-3 | ep=8.45s | eta=68.5m
  epoch  488/1000 | trL=0.173 trA= 99.7% | teA= 92.8% | [TN=427 FN= 32 FP= 40 TP=501] | lr=5.63e-3 | ep=8.12s | eta=68.4m
  epoch  489/1000 | trL=0.173 trA= 99.7% | teA= 92.9% | [TN=432 FN= 36 FP= 35 TP=497] | lr=5.61e-3 | ep=8.11s | eta=68.3m
  epoch  490/1000 | trL=0.173 trA= 99.7% | teA= 93.0% | [TN=430 FN= 33 FP= 37 TP=500] | lr=5.60e-3 | ep=8.13s | eta=68.1m
  epoch  491/1000 | trL=0.172 trA= 99.7% | teA= 92.9% | [TN=430 FN= 34 FP= 37 TP=499] | lr=5.58e-3 | ep=8.18s | eta=68.0m
  epoch  492/1000 | trL=0.172 trA= 99.6% | teA= 90.2% | [TN=454 FN= 85 FP= 13 TP=448] | lr=5.57e-3 | ep=8.29s | eta=67.9m
  epoch  493/1000 | trL=0.172 trA= 99.8% | teA= 92.6% | [TN=419 FN= 26 FP= 48 TP=507] | lr=5.55e-3 | ep=8.14s | eta=67.8m
  epoch  494/1000 | trL=0.172 trA= 99.7% | teA= 92.9% | [TN=431 FN= 35 FP= 36 TP=498] | lr=5.53e-3 | ep=8.04s | eta=67.6m
  epoch  495/1000 | trL=0.172 trA= 99.7% | teA= 92.8% | [TN=430 FN= 35 FP= 37 TP=498] | lr=5.52e-3 | ep=7.90s | eta=67.5m
  epoch  496/1000 | trL=0.172 trA= 99.7% | teA= 92.9% | [TN=431 FN= 35 FP= 36 TP=498] | lr=5.50e-3 | ep=8.27s | eta=67.4m
  epoch  497/1000 | trL=0.172 trA= 99.8% | teA= 90.6% | [TN=454 FN= 81 FP= 13 TP=452] | lr=5.48e-3 | ep=7.92s | eta=67.2m
  epoch  498/1000 | trL=0.171 trA= 99.7% | teA= 92.6% | [TN=425 FN= 32 FP= 42 TP=501] | lr=5.47e-3 | ep=7.90s | eta=67.1m
  epoch  499/1000 | trL=0.171 trA= 99.6% | teA= 92.5% | [TN=423 FN= 31 FP= 44 TP=502] | lr=5.45e-3 | ep=7.89s | eta=67.0m
  epoch  500/1000 | trL=0.170 trA= 99.7% | teA= 93.0% | [TN=438 FN= 41 FP= 29 TP=492] | lr=5.43e-3 | ep=7.95s | eta=66.8m
  epoch  501/1000 | trL=0.170 trA= 99.8% | teA= 92.8% | [TN=417 FN= 22 FP= 50 TP=511] | lr=5.42e-3 | ep=7.92s | eta=66.7m
  epoch  502/1000 | trL=0.170 trA= 99.7% | teA= 91.0% | [TN=453 FN= 76 FP= 14 TP=457] | lr=5.40e-3 | ep=8.11s | eta=66.6m
  epoch  503/1000 | trL=0.170 trA= 99.7% | teA= 92.8% | [TN=427 FN= 32 FP= 40 TP=501] | lr=5.38e-3 | ep=7.89s | eta=66.4m
  epoch  504/1000 | trL=0.170 trA= 99.7% | teA= 92.7% | [TN=425 FN= 31 FP= 42 TP=502] | lr=5.37e-3 | ep=7.89s | eta=66.3m
  epoch  505/1000 | trL=0.170 trA= 99.8% | teA= 92.6% | [TN=425 FN= 32 FP= 42 TP=501] | lr=5.35e-3 | ep=7.94s | eta=66.1m
  epoch  506/1000 | trL=0.170 trA= 99.7% | teA= 93.0% | [TN=439 FN= 42 FP= 28 TP=491] | lr=5.34e-3 | ep=8.12s | eta=66.0m
  epoch  507/1000 | trL=0.170 trA= 99.7% | teA= 92.9% | [TN=431 FN= 35 FP= 36 TP=498] | lr=5.32e-3 | ep=7.88s | eta=65.9m
  epoch  508/1000 | trL=0.169 trA= 99.7% | teA= 92.3% | [TN=410 FN= 20 FP= 57 TP=513] | lr=5.30e-3 | ep=7.88s | eta=65.7m
  epoch  509/1000 | trL=0.169 trA= 99.7% | teA= 92.8% | [TN=430 FN= 35 FP= 37 TP=498] | lr=5.29e-3 | ep=8.19s | eta=65.6m
  epoch  510/1000 | trL=0.169 trA= 99.7% | teA= 92.7% | [TN=419 FN= 25 FP= 48 TP=508] | lr=5.27e-3 | ep=7.94s | eta=65.5m
  epoch  511/1000 | trL=0.169 trA= 99.7% | teA= 92.7% | [TN=426 FN= 32 FP= 41 TP=501] | lr=5.25e-3 | ep=8.02s | eta=65.3m
  epoch  512/1000 | trL=0.169 trA= 99.6% | teA= 93.0% | [TN=435 FN= 38 FP= 32 TP=495] | lr=5.24e-3 | ep=8.29s | eta=65.2m
  epoch  513/1000 | trL=0.168 trA= 99.8% | teA= 93.0% | [TN=432 FN= 35 FP= 35 TP=498] | lr=5.22e-3 | ep=7.99s | eta=65.1m
  epoch  514/1000 | trL=0.169 trA= 99.7% | teA= 93.2% | [TN=441 FN= 42 FP= 26 TP=491] | lr=5.20e-3 | ep=7.97s | eta=64.9m  ★ new best
  epoch  515/1000 | trL=0.168 trA= 99.8% | teA= 93.0% | [TN=429 FN= 32 FP= 38 TP=501] | lr=5.19e-3 | ep=7.92s | eta=64.8m
  epoch  516/1000 | trL=0.168 trA= 99.8% | teA= 92.4% | [TN=422 FN= 31 FP= 45 TP=502] | lr=5.17e-3 | ep=7.87s | eta=64.7m
  epoch  517/1000 | trL=0.168 trA= 99.7% | teA= 92.8% | [TN=417 FN= 22 FP= 50 TP=511] | lr=5.15e-3 | ep=8.10s | eta=64.5m
  epoch  518/1000 | trL=0.168 trA= 99.8% | teA= 93.0% | [TN=430 FN= 33 FP= 37 TP=500] | lr=5.14e-3 | ep=7.86s | eta=64.4m
  epoch  519/1000 | trL=0.168 trA= 99.7% | teA= 92.8% | [TN=417 FN= 22 FP= 50 TP=511] | lr=5.12e-3 | ep=7.90s | eta=64.3m
  epoch  520/1000 | trL=0.167 trA= 99.8% | teA= 93.0% | [TN=419 FN= 22 FP= 48 TP=511] | lr=5.10e-3 | ep=7.86s | eta=64.1m
  epoch  521/1000 | trL=0.167 trA= 99.8% | teA= 92.5% | [TN=444 FN= 52 FP= 23 TP=481] | lr=5.09e-3 | ep=7.85s | eta=64.0m
  epoch  522/1000 | trL=0.167 trA= 99.8% | teA= 92.9% | [TN=432 FN= 36 FP= 35 TP=497] | lr=5.07e-3 | ep=7.85s | eta=63.9m
  epoch  523/1000 | trL=0.167 trA= 99.8% | teA= 92.8% | [TN=430 FN= 35 FP= 37 TP=498] | lr=5.05e-3 | ep=7.92s | eta=63.7m
  epoch  524/1000 | trL=0.167 trA= 99.8% | teA= 93.0% | [TN=430 FN= 33 FP= 37 TP=500] | lr=5.04e-3 | ep=8.19s | eta=63.6m
  epoch  525/1000 | trL=0.167 trA= 99.7% | teA= 92.6% | [TN=424 FN= 31 FP= 43 TP=502] | lr=5.02e-3 | ep=8.12s | eta=63.5m
  epoch  526/1000 | trL=0.167 trA= 99.8% | teA= 92.6% | [TN=442 FN= 49 FP= 25 TP=484] | lr=5.00e-3 | ep=8.43s | eta=63.3m
  epoch  527/1000 | trL=0.166 trA= 99.7% | teA= 92.3% | [TN=409 FN= 19 FP= 58 TP=514] | lr=4.99e-3 | ep=8.01s | eta=63.2m
  epoch  528/1000 | trL=0.166 trA= 99.8% | teA= 92.7% | [TN=445 FN= 51 FP= 22 TP=482] | lr=4.97e-3 | ep=8.04s | eta=63.1m
  epoch  529/1000 | trL=0.166 trA= 99.8% | teA= 91.3% | [TN=452 FN= 72 FP= 15 TP=461] | lr=4.96e-3 | ep=7.91s | eta=62.9m
  epoch  530/1000 | trL=0.166 trA= 99.7% | teA= 92.8% | [TN=419 FN= 24 FP= 48 TP=509] | lr=4.94e-3 | ep=8.14s | eta=62.8m
  epoch  531/1000 | trL=0.166 trA= 99.7% | teA= 93.1% | [TN=430 FN= 32 FP= 37 TP=501] | lr=4.92e-3 | ep=7.98s | eta=62.7m
  epoch  532/1000 | trL=0.166 trA= 99.8% | teA= 93.1% | [TN=436 FN= 38 FP= 31 TP=495] | lr=4.91e-3 | ep=8.20s | eta=62.5m
  epoch  533/1000 | trL=0.166 trA= 99.7% | teA= 92.5% | [TN=443 FN= 51 FP= 24 TP=482] | lr=4.89e-3 | ep=8.25s | eta=62.4m
  epoch  534/1000 | trL=0.165 trA= 99.7% | teA= 93.1% | [TN=429 FN= 31 FP= 38 TP=502] | lr=4.87e-3 | ep=8.19s | eta=62.3m
  epoch  535/1000 | trL=0.165 trA= 99.9% | teA= 92.9% | [TN=432 FN= 36 FP= 35 TP=497] | lr=4.86e-3 | ep=8.17s | eta=62.1m
  epoch  536/1000 | trL=0.165 trA= 99.8% | teA= 92.7% | [TN=445 FN= 51 FP= 22 TP=482] | lr=4.84e-3 | ep=8.21s | eta=62.0m
  epoch  537/1000 | trL=0.165 trA= 99.7% | teA= 93.2% | [TN=441 FN= 42 FP= 26 TP=491] | lr=4.82e-3 | ep=8.14s | eta=61.9m
  epoch  538/1000 | trL=0.165 trA= 99.7% | teA= 92.8% | [TN=430 FN= 35 FP= 37 TP=498] | lr=4.81e-3 | ep=8.39s | eta=61.8m
  epoch  539/1000 | trL=0.164 trA= 99.8% | teA= 93.0% | [TN=430 FN= 33 FP= 37 TP=500] | lr=4.79e-3 | ep=8.43s | eta=61.6m
  epoch  540/1000 | trL=0.165 trA= 99.8% | teA= 93.2% | [TN=441 FN= 42 FP= 26 TP=491] | lr=4.77e-3 | ep=8.19s | eta=61.5m
  epoch  541/1000 | trL=0.164 trA= 99.7% | teA= 92.6% | [TN=424 FN= 31 FP= 43 TP=502] | lr=4.76e-3 | ep=7.89s | eta=61.4m
  epoch  542/1000 | trL=0.164 trA= 99.9% | teA= 92.7% | [TN=425 FN= 31 FP= 42 TP=502] | lr=4.74e-3 | ep=7.89s | eta=61.2m
  epoch  543/1000 | trL=0.164 trA= 99.8% | teA= 93.2% | [TN=441 FN= 42 FP= 26 TP=491] | lr=4.72e-3 | ep=7.87s | eta=61.1m
  epoch  544/1000 | trL=0.164 trA= 99.8% | teA= 93.0% | [TN=419 FN= 22 FP= 48 TP=511] | lr=4.71e-3 | ep=7.87s | eta=61.0m
  epoch  545/1000 | trL=0.163 trA= 99.7% | teA= 93.1% | [TN=430 FN= 32 FP= 37 TP=501] | lr=4.69e-3 | ep=7.88s | eta=60.8m
  epoch  546/1000 | trL=0.164 trA= 99.8% | teA= 93.2% | [TN=441 FN= 42 FP= 26 TP=491] | lr=4.67e-3 | ep=8.02s | eta=60.7m
  epoch  547/1000 | trL=0.164 trA= 99.7% | teA= 92.9% | [TN=449 FN= 53 FP= 18 TP=480] | lr=4.66e-3 | ep=8.68s | eta=60.6m
  epoch  548/1000 | trL=0.163 trA= 99.8% | teA= 92.9% | [TN=418 FN= 22 FP= 49 TP=511] | lr=4.64e-3 | ep=7.86s | eta=60.4m
  epoch  549/1000 | trL=0.163 trA= 99.9% | teA= 92.5% | [TN=451 FN= 59 FP= 16 TP=474] | lr=4.63e-3 | ep=7.87s | eta=60.3m
  epoch  550/1000 | trL=0.163 trA= 99.8% | teA= 92.7% | [TN=442 FN= 48 FP= 25 TP=485] | lr=4.61e-3 | ep=7.86s | eta=60.1m
  epoch  551/1000 | trL=0.163 trA= 99.7% | teA= 93.0% | [TN=430 FN= 33 FP= 37 TP=500] | lr=4.59e-3 | ep=7.94s | eta=60.0m
  epoch  552/1000 | trL=0.163 trA= 99.8% | teA= 92.7% | [TN=424 FN= 30 FP= 43 TP=503] | lr=4.58e-3 | ep=8.54s | eta=59.9m
  epoch  553/1000 | trL=0.162 trA= 99.8% | teA= 93.1% | [TN=436 FN= 38 FP= 31 TP=495] | lr=4.56e-3 | ep=8.46s | eta=59.8m
  epoch  554/1000 | trL=0.162 trA= 99.8% | teA= 91.9% | [TN=451 FN= 65 FP= 16 TP=468] | lr=4.54e-3 | ep=8.75s | eta=59.6m
  epoch  555/1000 | trL=0.162 trA= 99.8% | teA= 93.1% | [TN=436 FN= 38 FP= 31 TP=495] | lr=4.53e-3 | ep=8.19s | eta=59.5m
  epoch  556/1000 | trL=0.162 trA= 99.7% | teA= 92.9% | [TN=449 FN= 53 FP= 18 TP=480] | lr=4.51e-3 | ep=8.16s | eta=59.4m
  epoch  557/1000 | trL=0.162 trA= 99.8% | teA= 92.7% | [TN=425 FN= 31 FP= 42 TP=502] | lr=4.49e-3 | ep=8.21s | eta=59.2m
  epoch  558/1000 | trL=0.162 trA= 99.8% | teA= 93.0% | [TN=432 FN= 35 FP= 35 TP=498] | lr=4.48e-3 | ep=8.23s | eta=59.1m
  epoch  559/1000 | trL=0.161 trA= 99.8% | teA= 93.0% | [TN=430 FN= 33 FP= 37 TP=500] | lr=4.46e-3 | ep=8.18s | eta=59.0m
  epoch  560/1000 | trL=0.161 trA= 99.8% | teA= 92.6% | [TN=412 FN= 19 FP= 55 TP=514] | lr=4.44e-3 | ep=8.22s | eta=58.8m
  epoch  561/1000 | trL=0.161 trA= 99.8% | teA= 93.0% | [TN=420 FN= 23 FP= 47 TP=510] | lr=4.43e-3 | ep=8.17s | eta=58.7m
  epoch  562/1000 | trL=0.161 trA= 99.8% | teA= 91.8% | [TN=451 FN= 66 FP= 16 TP=467] | lr=4.41e-3 | ep=8.24s | eta=58.6m
  epoch  563/1000 | trL=0.161 trA= 99.8% | teA= 93.1% | [TN=430 FN= 32 FP= 37 TP=501] | lr=4.40e-3 | ep=8.19s | eta=58.5m
  epoch  564/1000 | trL=0.161 trA= 99.8% | teA= 92.8% | [TN=417 FN= 22 FP= 50 TP=511] | lr=4.38e-3 | ep=8.18s | eta=58.3m
  epoch  565/1000 | trL=0.161 trA= 99.8% | teA= 93.0% | [TN=432 FN= 35 FP= 35 TP=498] | lr=4.36e-3 | ep=8.41s | eta=58.2m
  epoch  566/1000 | trL=0.161 trA= 99.8% | teA= 92.8% | [TN=442 FN= 47 FP= 25 TP=486] | lr=4.35e-3 | ep=8.20s | eta=58.1m
  epoch  567/1000 | trL=0.161 trA= 99.7% | teA= 93.5% | [TN=440 FN= 38 FP= 27 TP=495] | lr=4.33e-3 | ep=8.20s | eta=57.9m  ★ new best
  epoch  568/1000 | trL=0.161 trA= 99.9% | teA= 93.0% | [TN=447 FN= 50 FP= 20 TP=483] | lr=4.31e-3 | ep=8.18s | eta=57.8m
  epoch  569/1000 | trL=0.160 trA= 99.8% | teA= 92.7% | [TN=442 FN= 48 FP= 25 TP=485] | lr=4.30e-3 | ep=8.28s | eta=57.7m
  epoch  570/1000 | trL=0.160 trA= 99.7% | teA= 93.4% | [TN=440 FN= 39 FP= 27 TP=494] | lr=4.28e-3 | ep=8.09s | eta=57.5m
  epoch  571/1000 | trL=0.160 trA= 99.9% | teA= 93.2% | [TN=441 FN= 42 FP= 26 TP=491] | lr=4.26e-3 | ep=8.15s | eta=57.4m
  epoch  572/1000 | trL=0.160 trA= 99.7% | teA= 93.0% | [TN=433 FN= 36 FP= 34 TP=497] | lr=4.25e-3 | ep=8.41s | eta=57.3m
  epoch  573/1000 | trL=0.160 trA= 99.8% | teA= 93.1% | [TN=431 FN= 33 FP= 36 TP=500] | lr=4.23e-3 | ep=8.17s | eta=57.1m
  epoch  574/1000 | trL=0.160 trA= 99.9% | teA= 93.5% | [TN=440 FN= 38 FP= 27 TP=495] | lr=4.22e-3 | ep=8.20s | eta=57.0m
  epoch  575/1000 | trL=0.160 trA= 99.8% | teA= 93.0% | [TN=432 FN= 35 FP= 35 TP=498] | lr=4.20e-3 | ep=8.19s | eta=56.9m
  epoch  576/1000 | trL=0.159 trA= 99.8% | teA= 93.0% | [TN=420 FN= 23 FP= 47 TP=510] | lr=4.18e-3 | ep=8.12s | eta=56.7m
  epoch  577/1000 | trL=0.159 trA= 99.8% | teA= 92.8% | [TN=423 FN= 28 FP= 44 TP=505] | lr=4.17e-3 | ep=7.94s | eta=56.6m
  epoch  578/1000 | trL=0.159 trA= 99.8% | teA= 93.1% | [TN=431 FN= 33 FP= 36 TP=500] | lr=4.15e-3 | ep=7.95s | eta=56.5m
  epoch  579/1000 | trL=0.159 trA= 99.8% | teA= 92.7% | [TN=424 FN= 30 FP= 43 TP=503] | lr=4.13e-3 | ep=7.93s | eta=56.3m
  epoch  580/1000 | trL=0.159 trA= 99.8% | teA= 92.7% | [TN=424 FN= 30 FP= 43 TP=503] | lr=4.12e-3 | ep=7.91s | eta=56.2m
  epoch  581/1000 | trL=0.159 trA= 99.8% | teA= 93.2% | [TN=435 FN= 36 FP= 32 TP=497] | lr=4.10e-3 | ep=7.89s | eta=56.1m
  epoch  582/1000 | trL=0.159 trA= 99.9% | teA= 93.2% | [TN=430 FN= 31 FP= 37 TP=502] | lr=4.09e-3 | ep=7.93s | eta=55.9m
  epoch  583/1000 | trL=0.158 trA= 99.8% | teA= 93.1% | [TN=431 FN= 33 FP= 36 TP=500] | lr=4.07e-3 | ep=8.03s | eta=55.8m
  epoch  584/1000 | trL=0.158 trA= 99.9% | teA= 92.8% | [TN=414 FN= 19 FP= 53 TP=514] | lr=4.05e-3 | ep=8.16s | eta=55.7m
  epoch  585/1000 | trL=0.158 trA= 99.8% | teA= 93.0% | [TN=449 FN= 52 FP= 18 TP=481] | lr=4.04e-3 | ep=7.97s | eta=55.5m
  epoch  586/1000 | trL=0.159 trA= 99.9% | teA= 92.9% | [TN=424 FN= 28 FP= 43 TP=505] | lr=4.02e-3 | ep=8.04s | eta=55.4m
  epoch  587/1000 | trL=0.158 trA= 99.8% | teA= 92.9% | [TN=424 FN= 28 FP= 43 TP=505] | lr=4.00e-3 | ep=8.18s | eta=55.3m
  epoch  588/1000 | trL=0.158 trA= 99.8% | teA= 93.0% | [TN=433 FN= 36 FP= 34 TP=497] | lr=3.99e-3 | ep=8.23s | eta=55.1m
  epoch  589/1000 | trL=0.158 trA= 99.9% | teA= 93.2% | [TN=430 FN= 31 FP= 37 TP=502] | lr=3.97e-3 | ep=7.89s | eta=55.0m
  epoch  590/1000 | trL=0.158 trA= 99.8% | teA= 92.7% | [TN=411 FN= 17 FP= 56 TP=516] | lr=3.96e-3 | ep=7.86s | eta=54.9m
  epoch  591/1000 | trL=0.158 trA= 99.9% | teA= 93.0% | [TN=433 FN= 36 FP= 34 TP=497] | lr=3.94e-3 | ep=7.89s | eta=54.7m
  epoch  592/1000 | trL=0.158 trA= 99.8% | teA= 93.1% | [TN=431 FN= 33 FP= 36 TP=500] | lr=3.92e-3 | ep=7.96s | eta=54.6m
  epoch  593/1000 | trL=0.158 trA= 99.8% | teA= 93.4% | [TN=439 FN= 38 FP= 28 TP=495] | lr=3.91e-3 | ep=8.09s | eta=54.5m
  epoch  594/1000 | trL=0.158 trA= 99.8% | teA= 93.0% | [TN=432 FN= 35 FP= 35 TP=498] | lr=3.89e-3 | ep=8.33s | eta=54.3m
  epoch  595/1000 | trL=0.157 trA= 99.8% | teA= 92.8% | [TN=444 FN= 49 FP= 23 TP=484] | lr=3.88e-3 | ep=8.15s | eta=54.2m
  epoch  596/1000 | trL=0.157 trA= 99.8% | teA= 93.2% | [TN=430 FN= 31 FP= 37 TP=502] | lr=3.86e-3 | ep=8.15s | eta=54.1m
  epoch  597/1000 | trL=0.157 trA= 99.9% | teA= 93.0% | [TN=433 FN= 36 FP= 34 TP=497] | lr=3.84e-3 | ep=8.17s | eta=53.9m
  epoch  598/1000 | trL=0.157 trA= 99.9% | teA= 93.1% | [TN=449 FN= 51 FP= 18 TP=482] | lr=3.83e-3 | ep=8.21s | eta=53.8m
  epoch  599/1000 | trL=0.157 trA= 99.9% | teA= 93.2% | [TN=430 FN= 31 FP= 37 TP=502] | lr=3.81e-3 | ep=8.32s | eta=53.7m
  epoch  600/1000 | trL=0.157 trA= 99.8% | teA= 93.2% | [TN=431 FN= 32 FP= 36 TP=501] | lr=3.79e-3 | ep=8.18s | eta=53.5m
  epoch  601/1000 | trL=0.157 trA= 99.8% | teA= 92.8% | [TN=444 FN= 49 FP= 23 TP=484] | lr=3.78e-3 | ep=8.23s | eta=53.4m
  epoch  602/1000 | trL=0.157 trA= 99.8% | teA= 93.1% | [TN=431 FN= 33 FP= 36 TP=500] | lr=3.76e-3 | ep=8.18s | eta=53.3m
  epoch  603/1000 | trL=0.156 trA= 99.9% | teA= 93.2% | [TN=430 FN= 31 FP= 37 TP=502] | lr=3.75e-3 | ep=8.25s | eta=53.1m
  epoch  604/1000 | trL=0.156 trA= 99.8% | teA= 93.0% | [TN=424 FN= 27 FP= 43 TP=506] | lr=3.73e-3 | ep=8.19s | eta=53.0m
  epoch  605/1000 | trL=0.156 trA= 99.9% | teA= 92.9% | [TN=417 FN= 21 FP= 50 TP=512] | lr=3.71e-3 | ep=8.20s | eta=52.9m
  epoch  606/1000 | trL=0.156 trA= 99.8% | teA= 93.5% | [TN=440 FN= 38 FP= 27 TP=495] | lr=3.70e-3 | ep=8.21s | eta=52.7m
  epoch  607/1000 | trL=0.156 trA= 99.9% | teA= 93.1% | [TN=433 FN= 35 FP= 34 TP=498] | lr=3.68e-3 | ep=8.38s | eta=52.6m
  epoch  608/1000 | trL=0.156 trA= 99.9% | teA= 93.4% | [TN=439 FN= 38 FP= 28 TP=495] | lr=3.67e-3 | ep=8.17s | eta=52.5m
  epoch  609/1000 | trL=0.156 trA= 99.8% | teA= 93.2% | [TN=431 FN= 32 FP= 36 TP=501] | lr=3.65e-3 | ep=8.23s | eta=52.4m
  epoch  610/1000 | trL=0.156 trA= 99.9% | teA= 92.9% | [TN=424 FN= 28 FP= 43 TP=505] | lr=3.64e-3 | ep=8.11s | eta=52.2m
  epoch  611/1000 | trL=0.156 trA= 99.8% | teA= 93.2% | [TN=431 FN= 32 FP= 36 TP=501] | lr=3.62e-3 | ep=8.03s | eta=52.1m
  epoch  612/1000 | trL=0.156 trA= 99.9% | teA= 93.2% | [TN=437 FN= 38 FP= 30 TP=495] | lr=3.60e-3 | ep=7.99s | eta=52.0m
  epoch  613/1000 | trL=0.155 trA= 99.9% | teA= 93.2% | [TN=431 FN= 32 FP= 36 TP=501] | lr=3.59e-3 | ep=7.95s | eta=51.8m
  epoch  614/1000 | trL=0.155 trA= 99.8% | teA= 93.0% | [TN=419 FN= 22 FP= 48 TP=511] | lr=3.57e-3 | ep=7.95s | eta=51.7m
  epoch  615/1000 | trL=0.155 trA= 99.9% | teA= 93.2% | [TN=431 FN= 32 FP= 36 TP=501] | lr=3.56e-3 | ep=7.87s | eta=51.5m
  epoch  616/1000 | trL=0.155 trA= 99.9% | teA= 93.2% | [TN=430 FN= 31 FP= 37 TP=502] | lr=3.54e-3 | ep=7.92s | eta=51.4m
  epoch  617/1000 | trL=0.155 trA= 99.8% | teA= 93.5% | [TN=440 FN= 38 FP= 27 TP=495] | lr=3.52e-3 | ep=7.91s | eta=51.3m
  epoch  618/1000 | trL=0.155 trA= 99.8% | teA= 93.2% | [TN=432 FN= 33 FP= 35 TP=500] | lr=3.51e-3 | ep=7.86s | eta=51.1m
